WKT,fid
"SRID=3857;POLYGON ((-175218.16976523586 745408.9211164305, -175214.77456441792 745403.8214165847, -175213.13813248576 745404.9534624199, -175179.60869736975 745358.3055530919, -175177.29330536598 745354.0576886481, -175178.70698793532 745352.8584126424, -175173.4861433688 745346.1447656603, -175176.31370873746 745343.6789828109, -175173.55291811985 745340.1708643651, -175180.9333803083 745334.421134914, -175184.0725945588 745337.9292529918, -175188.02451860654 745334.8694773093, -175199.22325523524 745344.9567790232, -175198.4105454316 745345.6180035543, -175204.2993377448 745353.0825839117, -175203.33095367116 745353.754996942, -175207.2160028561 745358.9891545884, -175210.72252829635 745356.6691228179, -175222.96763629824 745373.0889665838, -175221.62072847993 745374.0640716697, -175236.02545410377 745393.8462905613, -175222.52233780254 745402.8686877986, -175223.9361204837 745404.7853338056, -175218.16976523586 745408.9211164305))",151
"SRID=3857;POLYGON ((-175194.11363517924 745418.3806708127, -175191.5088191734 745414.4242045374, -175189.82783736358 745415.5113961208, -175184.97430399322 745409.021912971, -175186.9223848072 745407.3071622729, -175181.74609011196 745399.6519683101, -175185.73125137071 745396.5474355302, -175179.29704848793 745387.0205528493, -175186.28787449506 745382.3355318005, -175204.91162317718 745410.7592421413, -175206.45895536678 745409.817701647, -175211.43492580255 745417.2822907519, -175196.25102792145 745427.3919844679, -175191.3974945447 745420.2524628938, -175194.11363517924 745418.3806708127))",152
"SRID=3857;POLYGON ((-174496.35191348678 744176.5416445414, -174495.36120442156 744171.5429542983, -174481.90263799162 744174.2216627671, -174478.9081857981 744159.1920295566, -174492.96782511187 744156.3900504669, -174492.33331479976 744153.1957803719, -174503.9773499178 744150.8757995836, -174504.7231848586 744154.6191965309, -174519.55088398658 744151.6715700126, -174522.44522410628 744166.1856385467, -174508.26314773344 744169.0099944618, -174509.25385679866 744173.9751199798, -174496.35191348678 744176.5416445414))",154
"SRID=3857;POLYGON ((-174223.0848999015 744030.6050333909, -174219.7563737228 744015.5866276184, -174258.67374046013 744006.9678359071, -174256.93709634233 743999.0999604734, -174242.82179472054 744002.2157031134, -174242.10939721434 743998.9655013413, -174241.12980058583 743999.1783781613, -174239.90522971476 743993.6082024241, -174241.33012483895 743993.2943301045, -174240.7178394066 743990.5596898247, -174265.9206531402 743984.9782260458, -174270.52921227436 744005.8022545261, -174307.73215977362 743997.5644654721, -174310.81571170976 744011.4958033222, -174300.18471064846 744013.8494434067, -174300.51868452184 744015.3399847497, -174293.58352082904 744016.8754802477, -174293.29409682698 744015.5978157468, -174282.1621349557 744018.0635389215, -174281.26042552126 744014.0062788377, -174273.1563532781 744015.7995045029, -174275.0043220182 744024.126902152, -174262.63667683915 744026.8728330273, -174260.7108209049 744018.1756218297, -174252.5066365879 744019.991223896, -174253.33035871643 744023.7010475255, -174242.16505952235 744026.1667710642, -174242.4989332839 744027.6909779338, -174234.82904709334 744029.3945981769, -174234.53962309763 744028.0720800547, -174223.0848999015 744030.6050333909))",155
"SRID=3857;POLYGON ((-174465.79470568456 744660.8443455055, -174465.42739448842 744659.0174331915, -174457.11178543724 744660.6874074383, -174454.65163137022 744648.4036030027, -174457.44575931062 744647.8431820178, -174453.23794880087 744626.8731602998, -174450.44382086679 744627.4335810641, -174448.75172662028 744618.9604430057, -174477.93970161263 744613.1098932829, -174479.68745817346 744621.7960104672, -174477.14931680053 744622.300389112, -174481.3126775508 744643.0798054956, -174483.85081891742 744642.5754266598, -174486.2997604296 744654.836853267, -174478.61876180235 744656.3723666444, -174478.98607299218 744658.1992788767, -174465.79470568456 744660.8443455055))",161
"SRID=3857;POLYGON ((-174559.95992059915 745720.2257600935, -174559.95992059915 745715.7985495521, -174538.37505703996 745715.7873610706, -174538.386169483 745694.6376130055, -174559.79293366248 745694.6489022793, -174559.79293366248 745691.2191814784, -174572.91752621907 745691.2303699546, -174572.90641377604 745694.8394087309, -174592.60987116047 745694.8505972017, -174592.58764628074 745715.8210273056, -174570.32372253813 745715.8097380273, -174570.31261009508 745720.2369485694, -174559.95992059915 745720.2257600935))",175
"SRID=3857;POLYGON ((-174650.39586071068 745713.0862003698, -174650.440410582 745704.5568513917, -174684.47080650803 745704.6913147039, -174684.43736907345 745713.2206637028, -174664.53338721223 745713.1422435584, -174660.9600870209 745713.1198666029, -174650.39586071068 745713.0862003698))",178
"SRID=3857;POLYGON ((-174649.80590026354 745744.0990570978, -174684.76023051006 745743.8973619879, -174684.8158928244 745753.278553987, -174665.79139551157 745753.4242059015, -174660.79310008424 745753.4690606423, -174649.85035002936 745753.569958607, -174649.80590026354 745744.0990570978))",179
"SRID=3857;POLYGON ((-174650.28453608204 745784.1569699544, -174684.98277964295 745784.0000286658, -174685.0384419573 745793.9752257023, -174666.1141568301 745794.0649352503, -174660.25880195145 745794.0873122389, -174650.32908595333 745794.1321670131, -174650.28453608204 745784.1569699544))",180
"SRID=3857;POLYGON ((-174660.60388826783 745622.7487908179, -174660.870987272 745619.8459400554, -174635.5903864561 745617.5819403357, -174636.75919490107 745604.4236092673, -174679.32774902377 745608.2231484776, -174678.15894057884 745621.3814804581, -174676.94558226262 745621.2693942683, -174676.6783831403 745624.1834335689, -174660.60388826783 745622.7487908179))",181
"SRID=3857;POLYGON ((-174668.5297610258 745490.9977834276, -174668.99738451306 745488.6440799815, -174667.09375345858 745487.2318176412, -174665.5798587036 745484.7324631561, -174665.1456726446 745481.8407073338, -174665.85817026263 745479.0050954034, -174667.5947142686 745476.6513924722, -174669.40924558052 745475.5641996701, -174671.35732638816 745466.1158238511, -174671.21256433756 745466.0374040602, -174669.15315889491 745465.039819688, -174667.73947632554 745463.2465466607, -174667.23851551552 745461.0049302552, -174667.76170120528 745458.7857915958, -174669.1977087662 745457.0037072018, -174671.26822664557 745456.017311416, -174673.56149388774 745456.0286006408, -174674.57442783267 745456.1742517655, -174675.22015069964 745453.215366895, -174703.58430345167 745459.3909745703, -174700.51186395224 745473.2329745404, -174699.1538436909 745472.8294855248, -174698.50812083026 745474.9813933815, -174694.34476007998 745474.0735178707, -174693.5878127025 745477.0325046568, -174691.76216895392 745476.6513924722, -174690.04784982765 745484.6427541078, -174680.85285632728 745490.964117337, -174674.2293415163 745489.5071012088, -174673.71726826957 745492.0401220091, -174668.5297610258 745490.9977834276))",182
"SRID=3857;POLYGON ((-175328.81022365368 745350.0451841907, -175346.24283890563 745349.7761585232, -175346.420938279 745363.7525932865, -175346.47660059336 745368.7513921425, -175346.76602459542 745392.2659020872, -175329.33340934344 745392.4340306631, -175328.81022365368 745350.0451841907))",205
"SRID=3857;POLYGON ((-174993.77195914765 745228.3483457123, -174983.47493195973 745228.1353633285, -174943.7560679736 745227.2836353868, -174943.90083003053 745220.3121671219, -174943.95649234488 745217.6558851373, -174944.07892941023 745212.1863819091, -174996.77762389602 745213.3072354088, -174996.45476245935 745228.4043883991, -174993.77195914765 745228.3483457123))",206
"SRID=3857;POLYGON ((-174983.54170671076 745275.9600594257, -174993.83873389868 745276.0161021674, -175033.26807377095 745276.2402731291, -175033.17907414018 745291.6288456168, -174980.33571770927 745291.3374434463, -174980.33571770927 745290.1381688124, -174980.41360490333 745275.9375818525, -174983.54170671076 745275.9600594257))",207
"SRID=3857;POLYGON ((-175857.3774375639 744266.3274436344, -175843.2843608155 744264.7471884319, -175842.54963831778 744271.2701007904, -175834.5903281315 744270.3735341734, -175835.30282574953 744264.108353291, -175832.5865850032 744263.8057683986, -175836.69428343914 744227.0665115223, -175876.50214705605 744231.5271664431, -175874.49840392775 744249.4373219823, -175853.26973912798 744247.0611946493, -175853.1027521913 744248.5966966265, -175856.5648278721 744248.9889884564, -175855.78555550304 744255.9602325222, -175869.3554465553 744257.4957347482, -175867.18471649665 744276.8292172974, -175856.33106618436 744275.6187766562, -175857.3774375639 744266.3274436344))",227
"SRID=3857;POLYGON ((-175871.32575224902 744267.941364222, -175872.60598542812 744255.7809192514, -175881.27769312687 744256.6999627793, -175879.9975600596 744268.8604079599, -175871.32575224902 744267.941364222))",228
"SRID=3857;POLYGON ((-175840.31213350807 744171.8792039698, -175840.70176968942 744156.9279893136, -175845.29931649868 744157.0512606689, -175845.24365418436 744159.0911345182, -175848.21588149812 744159.1695524409, -175848.28265624918 744156.9168011565, -175844.475494252 744156.8047179651, -175845.15455444175 744131.2958187853, -175862.24208337732 744131.7553395089, -175861.44058612853 744161.8706366289, -175873.44081999967 744162.1956980766, -175873.19594586894 744171.4757245244, -175845.47741587207 744170.7359954151, -175845.4439784438 744172.0137643128, -175840.31213350807 744171.8792039698))",229
"SRID=3857;POLYGON ((-175990.24838228975 744310.250956533, -175990.51558141207 744290.1105015713, -176015.26188409512 744290.4355637847, -176015.08378472173 744304.4117286947, -175998.88675266574 744304.1987498972, -175998.80886547166 744310.3630400377, -175990.24838228975 744310.250956533))",230
"SRID=3857;POLYGON ((-175285.62938409857 745315.9054438157, -175289.82618228343 745302.0859611512, -175322.03083434905 745311.8370001744, -175317.8563611621 745325.6564852969, -175285.62938409857 745315.9054438157))",231
"SRID=3857;POLYGON ((-175301.37000521584 745213.9572699731, -175317.0994137846 745213.6210139162, -175317.27751315795 745222.262371877, -175301.54810459554 745222.5986279869, -175301.37000521584 745213.9572699731))",232
"SRID=3857;POLYGON ((-175313.04737765668 745230.7580806796, -175313.15870228535 745224.8739005723, -175319.48168065122 745224.9859859452, -175319.38146846558 745230.8701660646, -175313.04737765668 745230.7580806796))",233
"SRID=3857;POLYGON ((-175334.96621508923 745168.8449500588, -175349.99433858847 745168.6432570716, -175350.09455076777 745176.5897195463, -175335.07753971155 745176.7915133649, -175334.96621508923 745168.8449500588))",234
"SRID=3857;POLYGON ((-175345.33001702817 745188.3693592001, -175352.8663537166 745188.2124196173, -175353.02222821026 745195.5088505804, -175345.48589152814 745195.6657901778, -175345.33001702817 745188.3693592001))",235
"SRID=3857;POLYGON ((-175344.9849307181 745185.5673275607, -175345.1073677835 745177.3294622143, -175351.47489602066 745177.4191707596, -175351.43034614937 745180.2322895525, -175353.61218865108 745180.2659554584, -175353.5343014633 745185.6906012269, -175344.9849307181 745185.5673275607))",236
"SRID=3857;POLYGON ((-175114.5424578167 744725.9622935004, -175114.55357025974 744725.0992842944, -175105.43656406528 744725.0544303884, -175105.43656406528 744725.9174396001, -175090.56421494784 744725.8502091472, -175090.7200894478 744693.2575599531, -175106.62769750174 744693.336079434, -175106.62769750174 744694.1542342661, -175113.64074838225 744694.1878998738, -175113.65196093713 744693.3696442399, -175161.2410353669 744693.5938128204, -175161.2521478036 744690.8815141966, -175161.26326024663 744687.1717462841, -175176.12439680923 744687.2389766898, -175176.1021719295 744690.8815141966, -175176.09105948644 744693.6723323017, -175184.3063562465 744693.705897108, -175184.2952438098 744695.0620968669, -175189.67196286996 744695.0956616803, -175189.51618848814 744725.3234529982, -175184.15058186467 744725.2897873779, -175184.15058186467 744726.2985465681, -175114.5424578167 744725.9622935004), (-175112.62781443732 744719.0805967373, -175112.5498271314 744702.4256926617, -175106.2937236284 744702.4592574794, -175106.3827232592 744719.1142623601, -175112.62781443732 744719.0805967373))",237
"SRID=3857;POLYGON ((-175112.57215212297 744801.9296346706, -175097.53281607523 744801.9856769218, -175097.59969093805 744796.2248156009, -175096.06347119153 744795.6195391554, -175095.2063116284 744794.1625415001, -175095.11721188578 744792.5374171461, -175095.6292851325 744790.912192045, -175097.1766173221 744790.049181811, -175099.4030096951 744789.7914479716, -175100.8613422539 744789.7914479716, -175100.8613422539 744786.8773522144, -175093.91496600627 744786.7877451029, -175092.3676338167 744733.5500621854, -175117.93775874644 744733.5724387411, -175118.38295713032 744786.7428911527, -175111.23625662955 744786.8885405001, -175111.23625662955 744789.2870677873, -175114.8207693757 744789.2870677873, -175116.21222707166 744790.217308541, -175116.7243003184 744791.7640139997, -175116.81340006733 744793.4788462418, -175115.9562405042 744795.2832856628, -175114.92098156136 744796.1351076855, -175112.60548944576 744796.3144227278, -175112.57215212297 744801.9296346706))",238
"SRID=3857;POLYGON ((-175294.6462782192 745033.9792319838, -175306.71328684775 745033.8222928428, -175306.81349903336 745041.1187032661, -175270.22273685466 745041.6229849703, -175270.12262478718 745034.3153861437, -175291.94125002774 745034.0239853404, -175294.6462782192 745033.9792319838))",239
"SRID=3857;POLYGON ((-175258.57880184843 745034.9990843971, -175258.61213917122 745027.7587172758, -175265.14665434507 745027.7923830883, -175265.10210447377 745035.032750214, -175258.57880184843 745034.9990843971))",240
"SRID=3857;POLYGON ((-175237.1942625487 745026.9742232744, -175236.73785160997 744995.9617721984, -175237.38357447693 744995.9504830684, -175242.7602935371 744995.8720639498, -175242.8938430455 745005.0850005668, -175249.1611591034 745004.9953931051, -175249.4060332278 745021.5943465509, -175251.79941254383 745021.5607815378, -175251.87729973157 745026.7612416726, -175237.1942625487 745026.9742232744))",241
"SRID=3857;POLYGON ((-175005.2824447636 745065.0365587323, -175005.37144440072 745055.464879482, -175013.14154277055 745055.532110339, -175013.15265521358 745054.523445884, -175025.65384989473 745054.6355309088, -175025.56485026397 745065.2045855094, -175005.2824447636 745065.0365587323))",242
